report_number,collision_date,collision_time,primary_road,secondary_road,collision_day_of_week,number_of_parties,primary_collision_factor,hit_and_run,collision_type,involved_with,pedestrian_action,reporting_district,police_beat,violation,timestamp,intersection,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip
2022-0009911,2022-12-12,02:59:00,22ND ST,ROOSEVELT AVE,Monday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,,4,21800(a),2022-12-12 02:59:00,"22ND ST AND ROOSEVELT AVE, RICHMOND, CA",37.939971,-122.348514,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0009917,2022-12-12,10:28:00,NEVIN AVE,24TH ST,Monday,,Traffic Signals and Signs,No,Hit Object,Fixed Object,No Pedestrian Involved,,7,21461(a),2022-12-12 10:28:00,"NEVIN AVE AND 24TH ST, RICHMOND, CA",37.936698,-122.346099,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0009924,2022-12-12,09:30:00,24TH ST,PINE AVE,Monday,,Improper Turning,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,,7,22107,2022-12-12 09:30:00,"24TH ST AND PINE AVE, RICHMOND, CA",37.954623,-122.34546,0.8,intersection,San Pablo,CA,Contra Costa County,94806
2022-0009928,2022-12-12,17:05:00,MACDONALD AVE,16TH ST,Monday,,Auto R/W Violation,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,6,21804(a),2022-12-12 17:05:00,"MACDONALD AVE AND 16TH ST, RICHMOND, CA",37.9356,-122.35425,0.99,intersection,Richmond,CA,Contra Costa County,94801
2022-0009934,2022-12-12,22:39:00,OHIO AVE,S 29TH ST,Monday,,Driving Under Influence,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,23152(a),2022-12-12 22:39:00,"OHIO AVE AND S 29TH ST, RICHMOND, CA",37.930894,-122.341998,0.96,intersection,Richmond,CA,Contra Costa County,94804
2022-0009937,2022-12-13,03:07:00,23RD ST,WENDELL AVE,Tuesday,,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,22107,2022-12-13 03:07:00,"23RD ST AND WENDELL AVE, RICHMOND, CA",37.945601,-122.347461,0.79,intersection,Richmond,CA,Contra Costa County,94804
2022-0009938,2022-12-12,13:00:00,S 15TH ST,HOFFMAN BLVD,Monday,,Unknown,Misdemeanor,Head-On,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,,2022-12-12 13:00:00,"S 15TH ST AND HOFFMAN BLVD, RICHMOND, CA",37.922571,-122.354783,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0009941,2022-12-13,08:15:00,BARRETT AVE,36TH ST,Tuesday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,21802(a),2022-12-13 08:15:00,"BARRETT AVE AND 36TH ST, RICHMOND, CA",37.936645,-122.334573,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0009951,2022-12-13,12:00:00,FLORIDA AVE,S 16TH ST,Tuesday,,Other Hazardous Movement,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,SOUTHERN,2,23109(c),2022-12-13 12:00:00,"FLORIDA AVE AND S 16TH ST, RICHMOND, CA",37.9294,-122.354005,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0009959,2022-12-13,17:28:00,BISSELL AVE,MARINA WAY,Tuesday,,Unknown,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,6,,2022-12-13 17:28:00,"BISSELL AVE AND MARINA WAY, RICHMOND, CA",37.934078,-122.356181,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0009961,2022-12-13,19:00:00,ESMOND AVE,35TH ST,Tuesday,,Traffic Signals and Signs,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22450(a),2022-12-13 19:00:00,"ESMOND AVE AND 35TH ST, RICHMOND, CA",37.945167,-122.333694,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0009967,2022-12-14,07:50:00,CARLSON BLVD,CARL AVE,Wednesday,,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,SOUTHERN,3,21950(a),2022-12-14 07:50:00,"CARLSON BLVD AND CARL AVE, RICHMOND, CA",37.912502,-122.320305,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0009973,2022-12-14,13:20:00,CASTRO RANCH RD,AMEND RD,Wednesday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,9,21801(a),2022-12-14 13:20:00,"CASTRO RANCH RD AND AMEND RD, RICHMOND, CA",37.957948,-122.268862,0.76,intersection,El Sobrante,CA,Contra Costa County,94803
2022-0009982,2022-12-14,21:20:00,RICHMOND PKWY,BLUME DR,Wednesday,,Following Too Closely,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,8,21703,2022-12-14 21:20:00,"RICHMOND PKWY AND BLUME DR, RICHMOND, CA",37.951925,-122.372722,0.6,street_center,Richmond,CA,Contra Costa County,94801
2022-0010021,2022-12-16,17:07:00,MACDONALD AVE,45TH ST,Friday,,Unknown,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,,2022-12-16 17:07:00,"MACDONALD AVE AND 45TH ST, RICHMOND, CA",37.932855,-122.327361,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0010025,2022-12-17,01:41:00,S 29TH ST,OHIO AVE,Saturday,,Unsafe Speed,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,,3,22350,2022-12-17 01:41:00,"S 29TH ST AND OHIO AVE, RICHMOND, CA",37.930894,-122.341998,0.96,intersection,Richmond,CA,Contra Costa County,94804
2022-0010044,2022-12-17,21:23:00,BARRETT AVE,28TH ST,Saturday,,Unknown,Misdemeanor,Hit Object,Fixed Object,No Pedestrian Involved,NORTHERN,7,,2022-12-17 21:23:00,"BARRETT AVE AND 28TH ST, RICHMOND, CA",37.937622,-122.341439,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010052,2022-12-18,05:26:00,SAN PABLO AVE,GARVIN AVE,Sunday,,Unsafe Speed,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22350,2022-12-18 05:26:00,"SAN PABLO AVE AND GARVIN AVE, RICHMOND, CA",37.943795,-122.329086,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-0010058,2022-12-18,13:58:00,ELLS ST,GATELY AVE,Sunday,,Unknown,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,,2022-12-18 13:58:00,"ELLS ST AND GATELY AVE, RICHMOND, CA",37.916314,-122.322536,0.82,intersection,Richmond,CA,Contra Costa County,94804
2022-0010063,2022-12-18,15:30:00,7TH ST,ACACIA AVE,Sunday,,Traffic Signals and Signs,No,Not Stated,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,5,22450(a),2022-12-18 15:30:00,"7TH ST AND ACACIA AVE, RICHMOND, CA",37.941747,-122.362619,0.91,intersection,Richmond,CA,Contra Costa County,94801
2022-0010072,2022-12-19,10:54:00,BARRETT AVE,22ND ST,Monday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21453(a),2022-12-19 10:54:00,"BARRETT AVE AND 22ND ST, RICHMOND, CA",37.938468,-122.348544,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0010075,2022-12-19,11:25:00,BURBECK AVE,22ND ST,Monday,,Auto R/W Violation,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21802(a),2022-12-19 11:25:00,"BURBECK AVE AND 22ND ST, RICHMOND, CA",37.942758,-122.348396,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0010116,2022-12-20,12:30:00,RICHMOND PKWY,RICHMOND PKWY,Tuesday,,Traffic Signals and Signs,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,5,21453(a),2022-12-20 12:30:00,"RICHMOND PKWY AND RICHMOND PKWY, RICHMOND, CA",37.927092,-122.38707,0.8,intersection,Richmond,CA,Contra Costa County,94801
2022-0010119,2022-12-20,20:07:00,4TH ST,BISSELL AVE,Tuesday,,Unsafe Starting or Backing,Misdemeanor,Other,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,6,22106,2022-12-20 20:07:00,"4TH ST AND BISSELL AVE, RICHMOND, CA",37.934066,-122.365659,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0010134,2022-12-21,10:13:00,23RD ST,NEVIN AVE,Wednesday,,Improper Turning,Misdemeanor,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22107,2022-12-21 10:13:00,"23RD ST AND NEVIN AVE, RICHMOND, CA",37.936857,-122.347542,0.85,intersection,Richmond,CA,Contra Costa County,94804
2022-0010135,2022-12-21,10:44:00,22ND ST,MACDONALD AVE,Wednesday,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,,2022-12-21 10:44:00,"22ND ST AND MACDONALD AVE, RICHMOND, CA",37.93572,-122.348568,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0010137,2022-12-21,11:10:00,CUTTING BLVD,S 22ND ST,Wednesday,,Unknown,No,Not Stated,Not Stated,Not Stated,SOUTHERN,2,,2022-12-21 11:10:00,"CUTTING BLVD AND S 22ND ST, RICHMOND, CA",37.925193,-122.348569,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010151,2022-12-21,20:20:00,23RD ST,GARVIN AVE,Wednesday,,Unsafe Speed,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,22350,2022-12-21 20:20:00,"23RD ST AND GARVIN AVE, RICHMOND, CA",37.943629,-122.347471,0.79,intersection,Richmond,CA,Contra Costa County,94804
2022-0010155,2022-12-22,00:10:00,24TH ST,MCBRYDE AVE,Thursday,,Unsafe Lane Change,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,21658(a),2022-12-22 00:10:00,"24TH ST AND MCBRYDE AVE, RICHMOND, CA",37.947056,-122.345323,0.8,intersection,Richmond,CA,Contra Costa County,94804
2022-0010179,2022-12-23,00:48:00,MCBRYDE AVE,30TH ST,Friday,,Unsafe Speed,Misdemeanor,Overturned,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22350,2022-12-23 00:48:00,"MCBRYDE AVE AND 30TH ST, RICHMOND, CA",37.94516,-122.338025,0.9,intersection,Richmond,CA,Contra Costa County,94804
2022-0010180,2022-12-23,04:10:00,HEINZ AVE,9TH ST,Friday,,Unsafe Speed,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,OCL,OOJ,22350,2022-12-23 04:10:00,"HEINZ AVE AND 9TH ST, RICHMOND, CA",37.947523,-122.384032,1.0,place,Richmond,CA,Contra Costa County,94801
2022-0010185,2022-12-23,08:16:00,MARINA WAY,NEVIN PLZ,Friday,,Pedestrian Violation,No,Sideswipe,Fixed Object,Not Stated,CENTRAL,6,21954(a),2022-12-23 08:16:00,"MARINA WAY AND NEVIN PLZ, RICHMOND, CA",37.936838,-122.3562,0.7,intersection,Richmond,CA,Contra Costa County,94801
2022-0010189,2022-12-23,18:18:00,CARLSON BLVD,CARL AVE,Friday,,Auto R/W Violation,Felony,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,21801(a),2022-12-23 18:18:00,"CARLSON BLVD AND CARL AVE, RICHMOND, CA",37.912502,-122.320305,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010190,2022-12-23,18:05:00,OHIO AVE,S 27TH ST,Friday,,Unknown,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,,2022-12-23 18:05:00,"OHIO AVE AND S 27TH ST, RICHMOND, CA",37.930897,-122.343628,0.96,intersection,Richmond,CA,Contra Costa County,94804
2022-0010195,2022-12-23,19:31:00,23RD ST,WENDELL AVE,Friday,,Unsafe Starting or Backing,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,7,22106,2022-12-23 19:31:00,"23RD ST AND WENDELL AVE, RICHMOND, CA",37.945601,-122.347461,0.79,intersection,Richmond,CA,Contra Costa County,94804
2022-0010204,2022-12-24,10:03:00,GARRITY WAY,HILLTOP MALL RD,Saturday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,8,22350,2022-12-24 10:03:00,"GARRITY WAY AND HILLTOP MALL RD, RICHMOND, CA",37.947523,-122.384032,1.0,place,Richmond,CA,Contra Costa County,94801
2022-0010212,2022-12-24,15:05:00,7TH ST,LINCOLN AVE,Saturday,,Auto R/W Violation,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,5,21804(a),2022-12-24 15:05:00,"7TH ST AND LINCOLN AVE, RICHMOND, CA",37.946142,-122.36272,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0010213,2022-12-24,15:19:00,SAN JOAQUIN ST,MODOC AVE,Saturday,,Unsafe Speed,No,Rear-End,Bicycle,No Pedestrian Involved,SOUTHERN,3,22350,2022-12-24 15:19:00,"SAN JOAQUIN ST AND MODOC AVE, RICHMOND, CA",37.909165,-122.317244,1.0,street_center,Richmond,CA,Contra Costa County,94804
2022-0010215,2022-12-24,17:40:00,MACDONALD AVE,33RD ST,Saturday,,Driving Under Influence,No,Sideswipe,Fixed Object,No Pedestrian Involved,NORTHERN,7,23152(a),2022-12-24 17:40:00,"MACDONALD AVE AND 33RD ST, RICHMOND, CA",37.934351,-122.337838,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010216,2022-12-24,18:37:00,GARVIN AVE,30TH ST,Saturday,,Improper Turning,No,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22100(a),2022-12-24 18:37:00,"GARVIN AVE AND 30TH ST, RICHMOND, CA",37.943643,-122.338222,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010219,2022-12-25,01:52:00,W OHIO AVE,GARRARD BLVD,Sunday,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,SOUTHERN,1,22350,2022-12-25 01:52:00,"W OHIO AVE AND GARRARD BLVD, RICHMOND, CA",37.930702,-122.371549,1.0,street_center,Richmond,CA,Contra Costa County,94804
2022-0010257,2022-12-27,02:43:00,SAN PABLO AVE,MCBRYDE AVE,Tuesday,,Driving Under Influence,No,Sideswipe,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,23152(a),2022-12-27 02:43:00,"SAN PABLO AVE AND MCBRYDE AVE, RICHMOND, CA",37.947257,-122.330743,0.8,intersection,Richmond,CA,Contra Costa County,94805
2022-0010285,2022-12-28,08:25:00,MAINE AVE,S 22ND ST,Wednesday,,Auto R/W Violation,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,21802(a),2022-12-28 08:25:00,"MAINE AVE AND S 22ND ST, RICHMOND, CA",37.928018,-122.348574,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010316,2022-12-29,15:03:00,VISALIA AVE,20TH ST,Thursday,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,,2022-12-29 15:03:00,"VISALIA AVE AND 20TH ST, RICHMOND, CA",37.946697,-122.350141,1.0,intersection,Richmond,CA,Contra Costa County,94801
2022-0010323,2022-12-29,19:36:00,S 23RD ST,VIRGINIA AVE,Thursday,,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,SOUTHERN,2,21950(a),2022-12-29 19:36:00,"S 23RD ST AND VIRGINIA AVE, RICHMOND, CA",37.926605,-122.34765,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010325,2022-12-29,22:17:00,BARRETT AVE,24TH ST,Thursday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,,7,22450(a),2022-12-29 22:17:00,"BARRETT AVE AND 24TH ST, RICHMOND, CA",37.938234,-122.345748,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-0010346,2022-12-31,02:00:00,NEVIN AVE,45TH ST,Saturday,,Unsafe Starting or Backing,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,7,22106,2022-12-31 02:00:00,"NEVIN AVE AND 45TH ST, RICHMOND, CA",37.932855,-122.327361,0.94,intersection,Richmond,CA,Contra Costa County,94805
2022-0010349,2022-12-30,07:30:00,SAN PABLO AVE,LOWELL AVE,Friday,,Unsafe Speed,No,Broadside,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,23,22350,2022-12-30 07:30:00,"SAN PABLO AVE AND LOWELL AVE, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
2022-0010355,2022-12-31,14:04:00,23RD ST,GARVIN AVE,Saturday,,Unsafe Starting or Backing,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,22106,2022-12-31 14:04:00,"23RD ST AND GARVIN AVE, RICHMOND, CA",37.943629,-122.347471,0.79,intersection,Richmond,CA,Contra Costa County,94804
2022-0010365,2022-12-31,20:53:00,CUTTING BLVD,S 34TH ST,Saturday,,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,,3,21950(a),2022-12-31 20:53:00,"CUTTING BLVD AND S 34TH ST, RICHMOND, CA",37.925244,-122.336718,0.96,intersection,Richmond,CA,Contra Costa County,94804
2022-0011605,2021-12-21,17:57:00,OHIO AVE,MARINA WAY S,Tuesday,,Improper Turning,Misdemeanor,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,2,22107,2021-12-21 17:57:00,"OHIO AVE AND MARINA WAY S, RICHMOND, CA",37.930771,-122.355975,1.0,intersection,Richmond,CA,Contra Costa County,94804
2022-008384,2022-10-14,15:35:00,MACDONALD AVE,39TH ST,Friday,,Improper Turning,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,22100(b),2022-10-14 15:35:00,"MACDONALD AVE AND 39TH ST, RICHMOND, CA",37.933585,-122.332464,1.0,intersection,Richmond,CA,Contra Costa County,94805
2022-009314,2022-11-16,11:30:00,SIMS METAL,CUTTING BLVD,Wednesday,,Unknown,No,Hit Object,Fixed Object,No Pedestrian Involved,SOUTHERN,,,2022-11-16 11:30:00,"SIMS METAL AND CUTTING BLVD, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
2023-0000000,2023-07-03,20:49:00,SAN PABLO AVE,SWANS WAY,Monday,,Pedestrian Violation,No,Vehicle - Pedestrian,Pedestrian,In Road,,7,21950(b),2023-07-03 20:49:00,"SAN PABLO AVE AND SWANS WAY, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
2023-0000001,2023-01-01,23:51:00,HILLTOP DR,ROBERT MILLER DR,Sunday,,Unknown,Misdemeanor,Not Stated,Fixed Object,No Pedestrian Involved,NORTHERN,8,,2023-01-01 23:51:00,"HILLTOP DR AND ROBERT MILLER DR, RICHMOND, CA",37.977786,-122.333837,0.71,intersection,San Pablo,CA,Contra Costa County,94806
2023-0000003,2023-01-01,00:13:00,HARBOUR WAY S,OHIO AVE,Sunday,,Improper Turning,No,Broadside,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,1,22107,2023-01-01 00:13:00,"HARBOUR WAY S AND OHIO AVE, RICHMOND, CA",37.930819,-122.360052,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0000031,2023-01-12,22:07:00,LINCOLN AVE,24TH ST,Thursday,,Driving Under Influence,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,NORTHERN,7,23152(a),2023-01-12 22:07:00,"LINCOLN AVE AND 24TH ST, RICHMOND, CA",37.946356,-122.345325,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0000032,2023-01-02,10:19:00,22ND ST,NEVIN AVE,Monday,,Traffic Signals and Signs,Felony,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21453(a),2023-01-02 10:19:00,"22ND ST AND NEVIN AVE, RICHMOND, CA",37.936862,-122.348558,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0000040,2023-01-03,14:53:00,CARLSON BLVD,BAYVIEW AVE,Tuesday,,Unsafe Speed,No,Hit Object,Fixed Object,No Pedestrian Involved,SOUTHERN,1,22350,2023-01-03 14:53:00,"CARLSON BLVD AND BAYVIEW AVE, RICHMOND, CA",37.914144,-122.323517,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0000049,2023-01-03,00:28:00,POTRERO AVE,S 47TH ST,Tuesday,,,Misdemeanor,Head-On,Parked Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,21651(a),2023-01-03 00:28:00,"POTRERO AVE AND S 47TH ST, RICHMOND, CA",37.921183,-122.325414,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0000059,2023-01-24,07:30:00,SAN PABLO AVE,RICHMOND PKWY,Tuesday,,Unknown,No,Rear-End,Other Motor Vehicle,No Pedestrian Involved,,8,,2023-01-24 07:30:00,"SAN PABLO AVE AND RICHMOND PKWY, RICHMOND, CA",37.991132,-122.332457,0.97,intersection,San Pablo,CA,Contra Costa County,94806
2023-0000065,2023-01-03,16:33:00,HARBOUR WAY,MACDONALD AVE,Tuesday,,Following Too Closely,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,6,21703,2023-01-03 16:33:00,"HARBOUR WAY AND MACDONALD AVE, RICHMOND, CA",37.935701,-122.359995,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0000069,2023-01-03,18:00:00,23RD ST,S 23RD ST,Tuesday,,Unsafe Speed,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,2,22350,2023-01-03 18:00:00,"23RD ST AND S 23RD ST, RICHMOND, CA",37.925193,-122.347665,0.8,intersection,Richmond,CA,Contra Costa County,94804
2023-0000085,2023-01-04,11:41:00,PARKING LOT,23RD ST,Wednesday,,Other Improper Driving,Misdemeanor,Rear-End,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,OOJ,,2023-01-04 11:41:00,"PARKING LOT AND 23RD ST, RICHMOND, CA",37.947523,-122.384032,1.0,place,Richmond,CA,Contra Costa County,94801
2023-0000089,2023-01-04,14:40:00,CUTTING BLVD,S 45TH ST,Wednesday,,Unknown,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,SOUTHERN,3,,2023-01-04 14:40:00,"CUTTING BLVD AND S 45TH ST, RICHMOND, CA",37.925505,-122.327168,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0000090,2023-01-04,13:01:00,MARKET AVE,RUMRILL BLVD,Wednesday,,Unsafe Speed,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,22,22350,2023-01-04 13:01:00,"MARKET AVE AND RUMRILL BLVD, RICHMOND, CA",37.958544,-122.365626,1.0,street_center,Richmond,CA,Contra Costa County,94801
2023-0000092,2023-01-04,17:00:00,MACDONALD AVE,22ND ST,Wednesday,,Traffic Signals and Signs,Felony,Broadside,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,21453(a),2023-01-04 17:00:00,"MACDONALD AVE AND 22ND ST, RICHMOND, CA",37.93572,-122.348568,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0000097,2023-01-05,07:35:00,BISSELL AVE,17TH ST,Thursday,,Improper Turning,No,Sideswipe,Other Object,No Pedestrian Involved,CENTRAL,6,22107,2023-01-05 07:35:00,"BISSELL AVE AND 17TH ST, RICHMOND, CA",37.93408,-122.353299,1.0,intersection,Richmond,CA,Contra Costa County,94801
2023-0000108,2023-01-05,15:02:00,NEVIN AVE,39TH ST,Thursday,,Traffic Signals and Signs,No,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,7,22450(a),2023-01-05 15:02:00,"NEVIN AVE AND 39TH ST, RICHMOND, CA",37.934723,-122.332215,1.0,intersection,Richmond,CA,Contra Costa County,94805
2023-0000109,2023-01-05,15:18:00,HARBOUR WAY S,OHIO AVE,Thursday,,Ped R/W Violation,No,Vehicle - Pedestrian,Pedestrian,Crossing In Crosswalk At Intersection,SOUTHERN,1,21950(a),2023-01-05 15:18:00,"HARBOUR WAY S AND OHIO AVE, RICHMOND, CA",37.930819,-122.360052,1.0,intersection,Richmond,CA,Contra Costa County,94804
2023-0000111,2023-01-05,15:53:00,SAN PABLO AVE,RICHMOND PKWY,Thursday,,Other,Misdemeanor,Broadside,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,8,22523(a),2023-01-05 15:53:00,"SAN PABLO AVE AND RICHMOND PKWY, RICHMOND, CA",37.991132,-122.332457,0.97,intersection,San Pablo,CA,Contra Costa County,94806
2023-0000113,2023-01-05,16:51:00,MACDONALD AVE,37TH ST,Thursday,,Auto R/W Violation,No,Head-On,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,7,21801(a),2023-01-05 16:51:00,"MACDONALD AVE AND 37TH ST, RICHMOND, CA",37.933836,-122.334233,1.0,intersection,Richmond,CA,Contra Costa County,94805
2023-0000117,2023-01-05,22:18:00,23RD ST,DUNN AVE,Thursday,,Improper Turning,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,CENTRAL,4,22107,2023-01-05 22:18:00,"23RD ST AND DUNN AVE, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
2023-0000138,2023-01-06,14:40:00,COSTA AVE,23RD ST,Friday,,Driving Under Influence,No,Rear-End,Parked Motor Vehicle,No Pedestrian Involved,CENTRAL,4,23152(a),2023-01-06 14:40:00,"COSTA AVE AND 23RD ST, RICHMOND, CA",37.947523,-122.384032,1.0,place,Richmond,CA,Contra Costa County,94801
2023-0000143,2023-01-06,16:46:00,GOODRICK AVE,RICHMOND PKWY,Friday,,Unsafe Lane Change,Misdemeanor,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,NORTHERN,8,21658(a),2023-01-06 16:46:00,"GOODRICK AVE AND RICHMOND PKWY, RICHMOND, CA",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801
